,docs_code,docs_title,article_index,subject_title
22251,28/2005/PL-UBTVQH11,Pháp lệnh số 28/2005/PL-UBTVQH11,Điều 45,Ngoại hối
22252,28/2005/PL-UBTVQH11,Pháp lệnh số 28/2005/PL-UBTVQH11,Điều 46,Ngoại hối
22253,06/2013/UBTVQH13,Pháp lệnh số 06/2013/UBTVQH13,Điều 3,Ngoại hối
22307,29/2019/TT-NHNN,Thông tư số 29/2019/TT-NHNN,Điều 4,Ngoại hối
22310,15/2021/TT-NHNN,Thông tư số 15/2021/TT-NHNN,Điều 4,Ngoại hối
22314,12/2015/TT-NHNN,Thông tư số 12/2015/TT-NHNN,Điều 2,Ngoại hối
22324,03/2019/TT-NHNN,Thông tư số 03/2019/TT-NHNN,Điều 3,Ngoại hối
22327,17/2020/TT-NHNN,Thông tư số 17/2020/TT-NHNN,Điều 4,Ngoại hối
22366,04/2023/TT-NHNN,Thông tư số 04/2023/TT-NHNN,Điều 10,Ngoại hối
22774,33/2014/TT-BNNPTNT,Thông tư số 33/2014/TT-BNNPTNT,Điều 14,Bảo vệ và kiểm dịch thực vật
22812,41/2013/QH13,Luật số 41/2013/QH13,Điều 44,Bảo vệ và kiểm dịch thực vật
22814,33/2014/TT-BNNPTNT,Thông tư số 33/2014/TT-BNNPTNT,Điều 18,Bảo vệ và kiểm dịch thực vật
22825,30/2015/TT-BNNPTNT,Thông tư số 30/2015/TT-BNNPTNT,Điều 19,Bảo vệ và kiểm dịch thực vật
22900,21/2015/TT-BNNPTNT,Thông tư số 21/2015/TT-BNNPTNT,Điều 68,Bảo vệ và kiểm dịch thực vật
22902,21/2015/TT-BNNPTNT,Thông tư số 21/2015/TT-BNNPTNT,Điều 70,Bảo vệ và kiểm dịch thực vật
22993,31/2018/TT-BNNPTNT,Thông tư số 31/2018/TT-BNNPTNT,Điều 3,Lâm nghiệp
23052,33/2018/TT-BNNPTNT,Thông tư số 33/2018/TT-BNNPTNT,Điều 14,Lâm nghiệp
23054,33/2018/TT-BNNPTNT,Thông tư số 33/2018/TT-BNNPTNT,Điều 16,Lâm nghiệp
23275,16/2017/QH14,Luật số 16/2017/QH14,Điều 74,Lâm nghiệp
23498,21/2023/TT-BNNPTNT,Thông tư số 21/2023/TT-BNNPTNT,Điều 10,Lâm nghiệp
23534,24/2024/TT-BNNPTNT,Thông tư số 24/2024/TT-BNNPTNT,Điều 5,Lâm nghiệp
23577,79/2006/QH11,Luật số 79/2006/QH11,Điều 15,Đê điều
23908,28/2022/TT-BNNPTNT,Thông tư số 28/2022/TT-BNNPTNT,Điều 1,Chăn nuôi
23984,29/2022/TT-BNNPTNT,Thông tư số 29/2022/TT-BNNPTNT,Điều 1,Thủy lợi
24128,25/2017/QĐ-TTG,Quyết định số 25/2017/QĐ-TTg,Điều 3,Thủy lợi
24311,33/2013/QH13,Luật số 33/2013/QH13,Điều 8,"Phòng, chống thiên tai"
24553,11/2016/TT-BNNPTNT,Thông tư số 11/2016/TT-BNNPTNT,Điều 2,Thú y
24558,11/2016/TT-BNNPTNT,Thông tư số 11/2016/TT-BNNPTNT,Điều 9,Thú y
24571,79/2015/QH13,Luật số 79/2015/QH13,Điều 14,Thú y
24600,07/2016/TT-BNNPTNT,Thông tư số 07/2016/TT-BNNPTNT,Điều 12,Thú y
24766,79/2015/QH13,Luật số 79/2015/QH13,Điều 88,Thú y
24796,13/2016/TT-BNNPTNT,Thông tư số 13/2016/TT-BNNPTNT,Điều 29,Thú y
24812,79/2015/QH13,Luật số 79/2015/QH13,Điều 107,Thú y
24831,67/2014/NĐ-CP,Nghị định số 67/2014/NĐ-CP,Điều 2,Thủy sản
25068,22/2018/TT-BNNPTNT,Thông tư số 22/2018/TT-BNNPTNT,Điều 5,Thủy sản
25111,20/2018/TT-BNNPTNT,Thông tư số 20/2018/TT-BNNPTNT,Điều 5,Thủy sản
25130,104/2018/TT-BTC,Thông tư số 104/2018/TT-BTC,Điều 7,Thủy sản
25979,36/2015/NĐ-CP,Nghị định số 36/2015/NĐ-CP,Điều 2,Hải quan
25986,46/2020/NĐ-CP,Nghị định số 46/2020/NĐ-CP,Điều 2,Hải quan
25988,64/2020/NĐ-CP,Nghị định số 64/2020/NĐ-CP,Điều 2,Hải quan
25990,100/2020/NĐ-CP,Nghị định số 100/2020/NĐ-CP,Điều 2,Hải quan
26002,38/2017/QĐ-TTG,Quyết định số 38/2017/QĐ-TTg,Điều 2,Hải quan
26035,191/2015/TT-BTC,Thông tư số 191/2015/TT-BTC,Điều 2,Hải quan
26051,42/2020/TT-BTC,Thông tư số 42/2020/TT-BTC,Điều 2,Hải quan
26055,121/2021/TT-BTC,Thông tư số 121/2021/TT-BTC,Điều 2,Hải quan
26065,50/2018/TT-BTC,Thông tư số 50/2018/TT-BTC,Điều 2,Hải quan
26121,01/2015/NĐ-CP,Nghị định số 01/2015/NĐ-CP,Điều 11,Hải quan
26131,33/2016/QĐ-TTG,Quyết định số 33/2016/QĐ-TTg,Điều 1,Hải quan
26158,36/2015/NĐ-CP,Nghị định số 36/2015/NĐ-CP,Điều 5,Hải quan
26222,69/2016/TT-BTC,Thông tư số 69/2016/TT-BTC,Điều 22,Hải quan
26266,49/2015/TT-BTC,Thông tư số 49/2015/TT-BTC,Điều 3,Hải quan
26270,69/2016/TT-BTC,Thông tư số 69/2016/TT-BTC,Điều 26,Hải quan
26272,69/2016/TT-BTC,Thông tư số 69/2016/TT-BTC,Điều 40,Hải quan
26534,35/2019/QĐ-TTG,Quyết định số 35/2019/QĐ-TTg,Điều 1,Hải quan
26599,100/2020/NĐ-CP,Nghị định số 100/2020/NĐ-CP,Điều 7,Hải quan
26660,191/2015/TT-BTC,Thông tư số 191/2015/TT-BTC,Điều 3,Hải quan
26702,120/2015/TT-BTC,Thông tư số 120/2015/TT-BTC,Điều 7,Hải quan
26809,68/2016/NĐ-CP,Nghị định số 68/2016/NĐ-CP,Điều 17,Hải quan
26897,42/2020/TT-BTC,Thông tư số 42/2020/TT-BTC,Điều 3,Hải quan
27101,54/2014/QH13,Luật số 54/2014/QH13,Điều 100,Hải quan
27108,12/2018/NĐ-CP,Nghị định số 12/2018/NĐ-CP,Điều 19,Hải quan
27111,08/2015/NĐ-CP,Nghị định số 08/2015/NĐ-CP,Điều 111,Hải quan
27112,59/2018/NĐ-CP,Nghị định số 59/2018/NĐ-CP,Điều 112,Hải quan
27113,59/2018/NĐ-CP,Nghị định số 59/2018/NĐ-CP,Điều 113,Hải quan
27114,36/2015/NĐ-CP,Nghị định số 36/2015/NĐ-CP,Điều 11,Hải quan
27117,68/2016/NĐ-CP,Nghị định số 68/2016/NĐ-CP,Điều 40,Hải quan
27124,46/2020/NĐ-CP,Nghị định số 46/2020/NĐ-CP,Điều 38,Hải quan
27134,02/2021/NĐ-CP,Nghị định số 02/2021/NĐ-CP,Điều 16,Hải quan
27184,39/2018/TT-BTC,Thông tư số 39/2018/TT-BTC,Điều 150,Hải quan
27197,72/2015/TT-BTC,Thông tư số 72/2015/TT-BTC,Điều 27,Hải quan
27199,07/2019/TT-BTC,Thông tư số 07/2019/TT-BTC,Điều 29,Hải quan
27228,09/2019/TT-BTC,Thông tư số 09/2019/TT-BTC,Điều 5,Hải quan
27372,84/2014/NĐ-CP,Nghị định số 84/2014/NĐ-CP,Điều 32,"Thực hành tiết kiệm, chống lãng phí"
27408,19/2006/QĐ-BTNMT,Quyết định số 19/2006/QĐ-BTNMT,Điều 1,Đo đạc và bản đồ
27495,15/2005/QĐ-BTNMT,Quyết định số 15/2005/QĐ-BTNMT,Điều 1,Đo đạc và bản đồ
27496,17/2005/QĐ-BTNMT,Quyết định số 17/2005/QĐ-BTNMT,Điều 1,Đo đạc và bản đồ
27497,09/2006/QĐ-BTNMT,Quyết định số 09/2006/QĐ-BTNMT,Điều 1,Đo đạc và bản đồ
27498,11/2006/QĐ-BTNMT,Quyết định số 11/2006/QĐ-BTNMT,Điều 1,Đo đạc và bản đồ
27538,39/2014/TT-BTNMT,Thông tư số 39/2014/TT-BTNMT,Điều 6,Đo đạc và bản đồ
27585,17/2018/TT-BTNMT,Thông tư số 17/2018/TT-BTNMT,Điều 7,Đo đạc và bản đồ
27586,17/2018/TT-BTNMT,Thông tư số 17/2018/TT-BTNMT,Điều 8,Đo đạc và bản đồ
27603,17/2019/TT-BTNMT,Thông tư số 17/2019/TT-BTNMT,Điều 8,Đo đạc và bản đồ
27606,17/2019/TT-BTNMT,Thông tư số 17/2019/TT-BTNMT,Điều 11,Đo đạc và bản đồ
27609,17/2019/TT-BTNMT,Thông tư số 17/2019/TT-BTNMT,Điều 14,Đo đạc và bản đồ
27658,23/2011/TT-BTNMT,Thông tư số 23/2011/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27659,06/2020/TT-BTNMT,Thông tư số 06/2020/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27661,40/2011/TT-BTNMT,Thông tư số 40/2011/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27662,06/2012/TT-BTNMT,Thông tư số 06/2012/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27663,20/2012/TT-BTNMT,Thông tư số 20/2012/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27664,08/2012/TT-BTNMT,Thông tư số 08/2012/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27666,21/2015/TT-BTNMT,Thông tư số 21/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27667,02/2016/TT-BTNMT,Thông tư số 02/2016/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27668,19/2021/TT-BTNMT,Thông tư số 19/2021/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27669,55/2017/TT-BTNMT,Thông tư số 55/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27670,56/2017/TT-BTNMT,Thông tư số 56/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27671,25/2018/TT-BTNMT,Thông tư số 25/2018/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27672,14/2019/TT-BTNMT,Thông tư số 14/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27673,47/2013/TT-BTNMT,Thông tư số 47/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27674,23/2016/TT-BTNMT,Thông tư số 23/2016/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27675,23/2017/TT-BTNMT,Thông tư số 23/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27676,04/2021/TT-BTNMT,Thông tư số 04/2021/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27677,21/2013/TT-BTNMT,Thông tư số 21/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27678,06/2018/TT-BTNMT,Thông tư số 06/2018/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27680,24/2015/TT-BTNMT,Thông tư số 24/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27681,11/2019/TT-BTNMT,Thông tư số 11/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27682,02/2019/TT-BTNMT,Thông tư số 02/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27683,07/2018/TT-BTNMT,Thông tư số 07/2018/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27684,46/2013/TT-BTNMT,Thông tư số 46/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27685,10/2019/TT-BTNMT,Thông tư số 10/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27686,13/2017/TT-BTNMT,Thông tư số 13/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27687,34/2015/TT-BTNMT,Thông tư số 34/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27688,22/2017/TT-BTNMT,Thông tư số 22/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27690,44/2013/TT-BTNMT,Thông tư số 44/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27691,38/2013/TT-BTNMT,Thông tư số 38/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27692,36/2013/TT-BTNMT,Thông tư số 36/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27694,16/2016/TT-BTNMT,Thông tư số 16/2016/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27695,05/2019/TT-BTNMT,Thông tư số 05/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27696,03/2014/TT-BTNMT,Thông tư số 03/2014/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27697,06/2019/TT-BTNMT,Thông tư số 06/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27698,33/2015/TT-BTNMT,Thông tư số 33/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27699,20/2013/TT-BTNMT,Thông tư số 20/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27700,25/2015/TT-BTNMT,Thông tư số 25/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27701,04/2014/TT-BTNMT,Thông tư số 04/2014/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27702,29/2015/TT-BTNMT,Thông tư số 29/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27703,28/2015/TT-BTNMT,Thông tư số 28/2015/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27704,35/2013/TT-BTNMT,Thông tư số 35/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27705,06/2014/TT-BTNMT,Thông tư số 06/2014/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27706,12/2018/TT-BTNMT,Thông tư số 12/2018/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27707,45/2013/TT-BTNMT,Thông tư số 45/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27708,21/2016/TT-BTNMT,Thông tư số 21/2016/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27709,04/2019/TT-BTNMT,Thông tư số 04/2019/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27710,37/2013/TT-BTNMT,Thông tư số 37/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27711,07/2014/TT-BTNMT,Thông tư số 07/2014/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27712,14/2014/TT-BTNMT,Thông tư số 14/2014/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27713,18/2017/TT-BTNMT,Thông tư số 18/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27714,21/2017/TT-BTNMT,Thông tư số 21/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27715,22/2013/TT-BTNMT,Thông tư số 22/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27716,19/2017/TT-BTNMT,Thông tư số 19/2017/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27718,48/2013/TT-BTNMT,Thông tư số 48/2013/TT-BTNMT,Điều 1,Đo đạc và bản đồ
27760,13/2021/TT-BTNMT,Thông tư số 13/2021/TT-BTNMT,Điều 13,Khí tượng thủy văn
27761,13/2021/TT-BTNMT,Thông tư số 13/2021/TT-BTNMT,Điều 14,Khí tượng thủy văn
27772,14/2018/TT-BTNMT,Thông tư số 14/2018/TT-BTNMT,Điều 7,Khí tượng thủy văn
27773,14/2018/TT-BTNMT,Thông tư số 14/2018/TT-BTNMT,Điều 8,Khí tượng thủy văn
27774,14/2018/TT-BTNMT,Thông tư số 14/2018/TT-BTNMT,Điều 9,Khí tượng thủy văn
27790,27/2017/TT-BTNMT,Thông tư số 27/2017/TT-BTNMT,Điều 4,Khí tượng thủy văn
27833,37/2016/TT-BTNMT,Thông tư số 37/2016/TT-BTNMT,Điều 4,Khí tượng thủy văn
27840,38/2016/TT-BTNMT,Thông tư số 38/2016/TT-BTNMT,Điều 4,Khí tượng thủy văn
27841,38/2016/TT-BTNMT,Thông tư số 38/2016/TT-BTNMT,Điều 5,Khí tượng thủy văn
27844,38/2016/TT-BTNMT,Thông tư số 38/2016/TT-BTNMT,Điều 8,Khí tượng thủy văn
27849,39/2016/TT-BTNMT,Thông tư số 39/2016/TT-BTNMT,Điều 6,Khí tượng thủy văn
27884,51/2013/TT-BTNMT,Thông tư số 51/2013/TT-BTNMT,Điều 1,Khí tượng thủy văn
28082,03/2019/NĐ-CP,Nghị định số 03/2019/NĐ-CP,Điều 19,Hoạt động viễn thám
28150,106/2009/QĐ-TTG,Quyết định số 106/2009/QĐ-TTg,Điều 3,Dự trữ quốc gia
28174,22/2012/QH13,Luật số 22/2012/QH13,Điều 22,Dự trữ quốc gia
28245,22/2012/QH13,Luật số 22/2012/QH13,Điều 39,Dự trữ quốc gia
28287,22/2012/QH13,Luật số 22/2012/QH13,Điều 55,Dự trữ quốc gia
28325,130/2014/TT-BTC,Thông tư số 130/2014/TT-BTC,Điều 3,Dự trữ quốc gia
28340,130/2014/TT-BTC,Thông tư số 130/2014/TT-BTC,Điều 18,Dự trữ quốc gia
28372,94/2013/NĐ-CP,Nghị định số 94/2013/NĐ-CP,Điều 21,Dự trữ quốc gia
28449,20/2017/QH14,Luật số 20/2017/QH14,Điều 8,Quản lý nợ công
28555,15/2018/TT-BTC,Thông tư số 15/2018/TT-BTC,Điều 4,Quản lý nợ công
28880,95/2018/NĐ-CP,Nghị định số 95/2018/NĐ-CP,Điều 43,Quản lý nợ công
28911,15/2017/QH14,Luật số 15/2017/QH14,Điều 2,"Quản lý, sử dụng tài sản công"
28913,151/2017/NĐ-CP,Nghị định số 151/2017/NĐ-CP,Điều 2,"Quản lý, sử dụng tài sản công"
28917,129/2017/NĐ-CP,Nghị định số 129/2017/NĐ-CP,Điều 2,"Quản lý, sử dụng tài sản công"
28924,43/2018/NĐ-CP,Nghị định số 43/2018/NĐ-CP,Điều 2,"Quản lý, sử dụng tài sản công"
28939,43/2022/NĐ-CP,Nghị định số 43/2022/NĐ-CP,Điều 2,"Quản lý, sử dụng tài sản công"
28949,158/2016/TT-BTC,Thông tư số 158/2016/TT-BTC,Điều 2,"Quản lý, sử dụng tài sản công"
28970,7/2020/TT-BYT,Thông tư số 7/2020/TT-BYT,Điều 1,"Quản lý, sử dụng tài sản công"
29002,15/2017/QH14,Luật số 15/2017/QH14,Điều 7,"Quản lý, sử dụng tài sản công"
29011,15/2017/QH14,Luật số 15/2017/QH14,Điều 12,"Quản lý, sử dụng tài sản công"
29066,90/2022/NĐ-CP,Nghị định số 90/2022/NĐ-CP,Điều 10,"Quản lý, sử dụng tài sản công"
29072,15/2017/QH14,Luật số 15/2017/QH14,Điều 19,"Quản lý, sử dụng tài sản công"
29098,72/2023/NĐ-CP,Nghị định số 72/2023/NĐ-CP,Điều 4,"Quản lý, sử dụng tài sản công"
29346,165/2017/NĐ-CP,Nghị định số 165/2017/NĐ-CP,Điều 23,"Quản lý, sử dụng tài sản công"
29377,15/2017/QH14,Luật số 15/2017/QH14,Điều 71,"Quản lý, sử dụng tài sản công"
29384,15/2017/QH14,Luật số 15/2017/QH14,Điều 75,"Quản lý, sử dụng tài sản công"
29432,05/2019/TT-BNNPTNT,Thông tư số 05/2019/TT-BNNPTNT,Điều 10,"Quản lý, sử dụng tài sản công"
29707,70/2018/NĐ-CP,Nghị định số 70/2018/NĐ-CP,Điều 13,"Quản lý, sử dụng tài sản công"
29748,29/2018/NĐ-CP,Nghị định số 29/2018/NĐ-CP,Điều 6,"Quản lý, sử dụng tài sản công"
29801,15/2017/QH14,Luật số 15/2017/QH14,Điều 119,"Quản lý, sử dụng tài sản công"
29807,15/2017/QH14,Luật số 15/2017/QH14,Điều 125,"Quản lý, sử dụng tài sản công"
29841,15/2017/QH14,Luật số 15/2017/QH14,Điều 130,"Quản lý, sử dụng tài sản công"
29842,151/2017/NĐ-CP,Nghị định số 151/2017/NĐ-CP,Điều 105,"Quản lý, sử dụng tài sản công"
29939,23/2022/TT-BTC,Thông tư số 23/2022/TT-BTC,Điều 2,"Quản lý và sử dụng viện trợ không hoàn lại không thuộc hỗ trợ phát triển chính thức của các cơ quản, tổ chức, cá nhân nước ngoài dành cho Việt Nam"
30021,02/2014/TTLT-BTP-BTC-BLĐTBXH-NHNNVN,Thông tư liên tịch số 02/2014/TTLT-BTP-BTC-BLĐTBXH-NHNNVN,Điều 2,Thi hành án dân sự
30154,62/2015/NĐ-CP,Nghị định số 62/2015/NĐ-CP,Điều 39,Thi hành án dân sự
30660,183/2019/TT-BQP,Thông tư số 183/2019/TT-BQP,Điều 7,Thi hành án hình sự
30668,55/2021/TT-BTC,Thông tư số 55/2021/TT-BTC,Điều 9,Thi hành án hình sự
31130,35/2015/TT-BTC,Thông tư số 35/2015/TT-BTC,Điều 1,Báo chí
31177,103/2016/QH13,Luật số 103/2016/QH13,Điều 24,Báo chí
31220,06/2016/NĐ-CP,Nghị định số 06/2016/NĐ-CP,Điều 24,Báo chí
31261,08/2017/NĐ-CP,Nghị định số 08/2017/NĐ-CP,Điều 5,Báo chí
31512,231/2016/TT-BTC,Thông tư số 231/2016/TT-BTC,Điều 5,Phí và lệ phí
31582,08/2018/TT-BTC,Thông tư số 08/2018/TT-BTC,Điều 4,Phí và lệ phí
31661,146/2016/TT-BTC,Thông tư số 146/2016/TT-BTC,Điều 3,Phí và lệ phí
31708,246/2016/TT-BTC,Thông tư số 246/2016/TT-BTC,Điều 3,Phí và lệ phí
31737,293/2016/TT-BTC,Thông tư số 293/2016/TT-BTC,Điều 1,Phí và lệ phí
31799,291/2016/TT-BTC,Thông tư số 291/2016/TT-BTC,Điều 4,Phí và lệ phí
31809,144/2016/TT-BTC,Thông tư số 144/2016/TT-BTC,Điều 2,Phí và lệ phí
31868,181/2016/TT-BTC,Thông tư số 181/2016/TT-BTC,Điều 2,Phí và lệ phí
31869,181/2016/TT-BTC,Thông tư số 181/2016/TT-BTC,Điều 3,Phí và lệ phí
31884,204/2016/TT-BTC,Thông tư số 204/2016/TT-BTC,Điều 2,Phí và lệ phí
31885,204/2016/TT-BTC,Thông tư số 204/2016/TT-BTC,Điều 3,Phí và lệ phí
31900,206/2016/TT-BTC,Thông tư số 206/2016/TT-BTC,Điều 2,Phí và lệ phí
32188,216/2016/TT-BTC,Thông tư số 216/2016/TT-BTC,Điều 3,Phí và lệ phí
32205,223/2016/TT-BTC,Thông tư số 223/2016/TT-BTC,Điều 3,Phí và lệ phí
32212,226/2016/TT-BTC,Thông tư số 226/2016/TT-BTC,Điều 3,Phí và lệ phí
32220,244/2016/TT-BTC,Thông tư số 244/2016/TT-BTC,Điều 3,Phí và lệ phí
32398,301/2016/TT-BTC,Thông tư số 301/2016/TT-BTC,Điều 6,Phí và lệ phí
32433,97/2015/QH13,Luật số 97/2015/QH13,Điều 25,Phí và lệ phí
32443,38/2019/QH14,Luật số 38/2019/QH14,Điều 1,Quản lý thuế
32455,235/2009/TTLT,Thông tư liên tịch số 235/2009/TTLT,Điều 2,Quản lý thuế
32474,31/2021/TT-BTC,Thông tư số 31/2021/TT-BTC,Điều 2,Quản lý thuế
32584,38/2019/QH14,Luật số 38/2019/QH14,Điều 24,Quản lý thuế
32935,235/2009/TTLT,Thông tư liên tịch số 235/2009/TTLT,Điều 7,Quản lý thuế
32937,235/2009/TTLT,Thông tư liên tịch số 235/2009/TTLT,Điều 9,Quản lý thuế
32938,235/2009/TTLT,Thông tư liên tịch số 235/2009/TTLT,Điều 10,Quản lý thuế
32951,98/2010/TTLT,Thông tư liên tịch số 98/2010/TTLT,Điều 7,Quản lý thuế
33069,126/2020/NĐ-CP,Nghị định số 126/2020/NĐ-CP,Điều 44,Quản lý thuế
33077,102/2010/TTLT-BTC-NHNN,Thông tư liên tịch số 102/2010/TTLT-BTC-NHNN,Điều 10,Quản lý thuế
33080,146/2010/TTLT,Thông tư liên tịch số 146/2010/TTLT,Điều 9,Quản lý thuế
33086,06/2021/TT-BTC,Thông tư số 06/2021/TT-BTC,Điều 20,Quản lý thuế
33140,69/2012/NĐ-CP,Nghị định số 69/2012/NĐ-CP,Điều 9,Thuế bảo vệ môi trường
33303,82-TC/TCT,Thông tư số 82-TC/TCT,Điều 5,Thuế sử dụng đất nông nghiệp
33312,107/2020/QH14,Nghị quyết số 107/2020/QH14,Điều 2,Thuế sử dụng đất nông nghiệp
33313,31-L/CTN,Pháp lệnh số 31-L/CTN,Điều 3,Thuế sử dụng đất nông nghiệp
33314,31-L/CTN,Pháp lệnh số 31-L/CTN,Điều 4,Thuế sử dụng đất nông nghiệp
33318,74/CP,Nghị định số 74/CP,Điều 31,Thuế sử dụng đất nông nghiệp
33321,84-CP,Nghị định số 84-CP,Điều 11,Thuế sử dụng đất nông nghiệp
33322,84-CP,Nghị định số 84-CP,Điều 12,Thuế sử dụng đất nông nghiệp
33396,44/2017/TT-BTC,Thông tư số 44/2017/TT-BTC,Điều 2,Thuế tài nguyên
33398,45/2009/QH12,Luật số 45/2009/QH12,Điều 2,Thuế tài nguyên
33562,65/2013/NĐ-CP,Nghị định số 65/2013/NĐ-CP,Điều 34,Thuế thu nhập cá nhân
33605,100/2016/NĐ-CP,Nghị định số 100/2016/NĐ-CP,Điều 9,Thuế tiêu thụ đặc biệt
33793,107/2016/QH13,Luật số 107/2016/QH13,Điều 22,"Thuế xuất khẩu, thuế nhập khẩu"
33854,56/2015/TT-BCT,Thông tư số 56/2015/TT-BCT,Điều 3,"Thuế xuất khẩu, thuế nhập khẩu"
33855,14/2017/TT-BKHCN,Thông tư số 14/2017/TT-BKHCN,Điều 10,"Thuế xuất khẩu, thuế nhập khẩu"
34101,35/2020/NĐ-CP,Nghị định số 35/2020/NĐ-CP,Điều 29,Cạnh tranh
34114,05/2017/QH14,Luật số 05/2017/QH14,Điều 2,Quản lý ngoại thương
34132,05/2022/TT-BCT,Thông tư số 05/2022/TT-BCT,Điều 2,Quản lý ngoại thương
34134,69/2018/NĐ-CP,Nghị định số 69/2018/NĐ-CP,Điều 2,Quản lý ngoại thương
34168,15/2018/TT-BCT,Thông tư số 15/2018/TT-BCT,Điều 2,Quản lý ngoại thương
34171,38/2018/TT-BCT,Thông tư số 38/2018/TT-BCT,Điều 2,Quản lý ngoại thương
34173,39/2018/TT-BCT,Thông tư số 39/2018/TT-BCT,Điều 2,Quản lý ngoại thương
34181,03/2019/TT-BCT,Thông tư số 03/2019/TT-BCT,Điều 2,Quản lý ngoại thương
34189,12/2019/TT-BCT,Thông tư số 12/2019/TT-BCT,Điều 2,Quản lý ngoại thương
34193,21/2019/TT-BCT,Thông tư số 21/2019/TT-BCT,Điều 2,Quản lý ngoại thương
34205,04/2020/TT-BCT,Thông tư số 04/2020/TT-BCT,Điều 2,Quản lý ngoại thương
34209,08/2020/TT-BCT,Thông tư số 08/2020/TT-BCT,Điều 2,Quản lý ngoại thương
34217,49/2025/TT-BCT,Thông tư số 49/2025/TT-BCT,Điều 2,Quản lý ngoại thương
34405,38/2018/TT-NHNN,Thông tư số 38/2018/TT-NHNN,Điều 5,Quản lý ngoại thương
34456,07/2012/TT-BVHTTDL,Thông tư số 07/2012/TT-BVHTTDL,Điều 9,Quản lý ngoại thương
34481,47/2018/TT-NHNN,Thông tư số 47/2018/TT-NHNN,Điều 1,Quản lý ngoại thương
34498,10/2009/TT-BCT,Thông tư số 10/2009/TT-BCT,Điều 2,Quản lý ngoại thương
34534,31/2013/TT-BCT,Thông tư số 31/2013/TT-BCT,Điều 1,Quản lý ngoại thương
34536,20/2014/TT-BCT,Thông tư số 20/2014/TT-BCT,Điều 1,Quản lý ngoại thương
34547,31/2015/TT-BCT,Thông tư số 31/2015/TT-BCT,Điều 1,Quản lý ngoại thương
34827,12/2018/TT-BCT,Thông tư số 12/2018/TT-BCT,Điều 5,Quản lý ngoại thương
34994,37/2019/TT-BCT,Thông tư số 37/2019/TT-BCT,Điều 7,Quản lý ngoại thương
